
2026-02-03 15:56:16 | 20260203100010956 | 8 | BIG
2026-02-03 16:01:13 | 20260203100010961 | 8 | BIG
2026-02-03 16:02:33 | 20260203100010953 | 9 | BIG
2026-02-03 16:02:33 | 20260203100010954 | 7 | BIG
2026-02-03 16:02:33 | 20260203100010955 | 8 | BIG
2026-02-03 16:02:33 | 20260203100010957 | 7 | BIG
2026-02-03 16:02:33 | 20260203100010958 | 0 | SMALL
2026-02-03 16:02:33 | 20260203100010959 | 2 | SMALL
2026-02-03 16:02:33 | 20260203100010960 | 5 | BIG
2026-02-03 16:02:33 | 20260203100010962 | 8 | BIG
2026-02-03 17:05:34 | 20260203100011016 | 1 | SMALL
2026-02-03 17:05:34 | 20260203100011017 | 3 | SMALL
2026-02-03 17:05:34 | 20260203100011018 | 4 | SMALL
2026-02-03 17:05:34 | 20260203100011019 | 6 | BIG
2026-02-03 17:05:34 | 20260203100011020 | 5 | BIG
2026-02-03 17:05:34 | 20260203100011021 | 4 | SMALL
2026-02-03 17:05:34 | 20260203100011022 | 2 | SMALL
2026-02-03 17:05:34 | 20260203100011023 | 9 | BIG
2026-02-03 17:05:34 | 20260203100011024 | 9 | BIG
2026-02-03 17:05:34 | 20260203100011025 | 5 | BIG
2026-02-03 17:58:53 | 20260203100011069 | 6 | BIG
2026-02-03 17:58:53 | 20260203100011070 | 3 | SMALL
2026-02-03 17:58:53 | 20260203100011071 | 2 | SMALL
2026-02-03 17:58:53 | 20260203100011072 | 9 | BIG
2026-02-03 17:58:53 | 20260203100011073 | 2 | SMALL
2026-02-03 17:58:53 | 20260203100011074 | 7 | BIG
2026-02-03 17:58:53 | 20260203100011075 | 6 | BIG
2026-02-03 17:58:53 | 20260203100011076 | 9 | BIG
2026-02-03 17:58:53 | 20260203100011077 | 9 | BIG
2026-02-03 17:58:53 | 20260203100011078 | 9 | BIG
2026-02-03 18:53:12 | 20260203100011124 | 1 | SMALL
2026-02-03 18:53:12 | 20260203100011125 | 4 | SMALL
2026-02-03 18:53:12 | 20260203100011126 | 8 | BIG
2026-02-03 18:53:12 | 20260203100011127 | 4 | SMALL
2026-02-03 18:53:12 | 20260203100011128 | 8 | BIG
2026-02-03 18:53:12 | 20260203100011129 | 3 | SMALL
2026-02-03 18:53:12 | 20260203100011130 | 3 | SMALL
2026-02-03 18:53:12 | 20260203100011131 | 7 | BIG
2026-02-03 18:53:12 | 20260203100011132 | 2 | SMALL
2026-02-03 18:53:12 | 20260203100011133 | 7 | BIG
2026-02-03 19:36:52 | 20260203100011167 | 5 | BIG
2026-02-03 19:36:52 | 20260203100011168 | 1 | SMALL
2026-02-03 19:36:52 | 20260203100011169 | 3 | SMALL
2026-02-03 19:36:52 | 20260203100011170 | 6 | BIG
2026-02-03 19:36:52 | 20260203100011171 | 6 | BIG
2026-02-03 19:36:52 | 20260203100011172 | 9 | BIG
2026-02-03 19:36:52 | 20260203100011173 | 4 | SMALL
2026-02-03 19:36:52 | 20260203100011174 | 8 | BIG
2026-02-03 19:36:52 | 20260203100011175 | 9 | BIG
2026-02-03 19:36:52 | 20260203100011176 | 4 | SMALL
2026-02-03 20:02:50 | 20260203100011193 | 1 | SMALL
2026-02-03 20:02:50 | 20260203100011194 | 0 | SMALL
2026-02-03 20:02:50 | 20260203100011195 | 7 | BIG
2026-02-03 20:02:50 | 20260203100011196 | 1 | SMALL
2026-02-03 20:02:50 | 20260203100011197 | 1 | SMALL
2026-02-03 20:02:50 | 20260203100011198 | 5 | BIG
2026-02-03 20:02:50 | 20260203100011199 | 7 | BIG
2026-02-03 20:02:50 | 20260203100011200 | 5 | BIG
2026-02-03 20:02:50 | 20260203100011201 | 9 | BIG
2026-02-03 20:02:50 | 20260203100011202 | 2 | SMALL
2026-02-03 20:50:08 | 20260203100011241 | 6 | BIG
2026-02-03 20:50:08 | 20260203100011242 | 8 | BIG
2026-02-03 20:50:08 | 20260203100011243 | 1 | SMALL
2026-02-03 20:50:08 | 20260203100011244 | 9 | BIG
2026-02-03 20:50:08 | 20260203100011245 | 3 | SMALL
2026-02-03 20:50:08 | 20260203100011246 | 9 | BIG
2026-02-03 20:50:08 | 20260203100011247 | 6 | BIG
2026-02-03 20:50:08 | 20260203100011248 | 0 | SMALL
2026-02-03 20:50:08 | 20260203100011249 | 1 | SMALL
2026-02-03 20:50:08 | 20260203100011250 | 4 | SMALL
2026-02-03 21:20:24 | 20260203100011271 | 9 | BIG
2026-02-03 21:20:24 | 20260203100011272 | 5 | BIG
2026-02-03 21:20:24 | 20260203100011273 | 4 | SMALL
2026-02-03 21:20:24 | 20260203100011274 | 1 | SMALL
2026-02-03 21:20:24 | 20260203100011275 | 5 | BIG
2026-02-03 21:20:24 | 20260203100011276 | 6 | BIG
2026-02-03 21:20:24 | 20260203100011277 | 4 | SMALL
2026-02-03 21:20:24 | 20260203100011278 | 6 | BIG
2026-02-03 21:20:24 | 20260203100011279 | 3 | SMALL
2026-02-03 21:20:24 | 20260203100011280 | 7 | BIG
2026-02-03 21:53:54 | 20260203100011304 | 4 | SMALL
2026-02-03 21:53:54 | 20260203100011305 | 2 | SMALL
2026-02-03 21:53:54 | 20260203100011306 | 0 | SMALL
2026-02-03 21:53:54 | 20260203100011307 | 7 | BIG
2026-02-03 21:53:54 | 20260203100011308 | 0 | SMALL
2026-02-03 21:53:54 | 20260203100011309 | 8 | BIG
2026-02-03 21:53:54 | 20260203100011310 | 8 | BIG
2026-02-03 21:53:54 | 20260203100011311 | 1 | SMALL
2026-02-03 21:53:54 | 20260203100011312 | 4 | SMALL
2026-02-03 21:53:54 | 20260203100011313 | 9 | BIG
2026-02-03 22:16:53 | 20260203100011327 | 8 | BIG
2026-02-03 22:16:53 | 20260203100011328 | 3 | SMALL
2026-02-03 22:16:53 | 20260203100011329 | 0 | SMALL
2026-02-03 22:16:53 | 20260203100011330 | 8 | BIG
2026-02-03 22:16:53 | 20260203100011331 | 9 | BIG
2026-02-03 22:16:53 | 20260203100011332 | 0 | SMALL
2026-02-03 22:16:53 | 20260203100011333 | 3 | SMALL
2026-02-03 22:16:53 | 20260203100011334 | 7 | BIG
2026-02-03 22:16:53 | 20260203100011335 | 9 | BIG
2026-02-03 22:16:53 | 20260203100011336 | 2 | SMALL
2026-02-03 22:51:21 | 20260203100011362 | 8 | BIG
2026-02-03 22:51:21 | 20260203100011363 | 9 | BIG
2026-02-03 22:51:21 | 20260203100011364 | 3 | SMALL
2026-02-03 22:51:21 | 20260203100011365 | 3 | SMALL
2026-02-03 22:51:21 | 20260203100011366 | 7 | BIG
2026-02-03 22:51:21 | 20260203100011367 | 4 | SMALL
2026-02-03 22:51:21 | 20260203100011368 | 6 | BIG
2026-02-03 22:51:21 | 20260203100011369 | 6 | BIG
2026-02-03 22:51:21 | 20260203100011370 | 0 | SMALL
2026-02-03 22:51:21 | 20260203100011371 | 1 | SMALL
2026-02-03 23:16:55 | 20260203100011387 | 1 | SMALL
2026-02-03 23:16:55 | 20260203100011388 | 6 | BIG
2026-02-03 23:16:55 | 20260203100011389 | 7 | BIG
2026-02-03 23:16:55 | 20260203100011390 | 6 | BIG
2026-02-03 23:16:55 | 20260203100011391 | 3 | SMALL
2026-02-03 23:16:55 | 20260203100011392 | 2 | SMALL
2026-02-03 23:16:55 | 20260203100011393 | 4 | SMALL
2026-02-03 23:16:55 | 20260203100011394 | 7 | BIG
2026-02-03 23:16:55 | 20260203100011395 | 5 | BIG
2026-02-03 23:16:55 | 20260203100011396 | 3 | SMALL
2026-02-03 23:44:05 | 20260203100011415 | 1 | SMALL
2026-02-03 23:44:05 | 20260203100011416 | 3 | SMALL
2026-02-03 23:44:05 | 20260203100011417 | 3 | SMALL
2026-02-03 23:44:05 | 20260203100011418 | 8 | BIG
2026-02-03 23:44:05 | 20260203100011419 | 6 | BIG
2026-02-03 23:44:05 | 20260203100011420 | 8 | BIG
2026-02-03 23:44:05 | 20260203100011421 | 7 | BIG
2026-02-03 23:44:05 | 20260203100011422 | 8 | BIG
2026-02-03 23:44:05 | 20260203100011423 | 1 | SMALL
2026-02-03 23:44:05 | 20260203100011424 | 0 | SMALL
2026-02-03 23:58:40 | 20260203100011429 | 0 | SMALL
2026-02-03 23:58:40 | 20260203100011430 | 6 | BIG
2026-02-03 23:58:40 | 20260203100011431 | 9 | BIG
2026-02-03 23:58:40 | 20260203100011432 | 5 | BIG
2026-02-03 23:58:40 | 20260203100011433 | 2 | SMALL
2026-02-03 23:58:40 | 20260203100011434 | 2 | SMALL
2026-02-03 23:58:40 | 20260203100011435 | 5 | BIG
2026-02-03 23:58:40 | 20260203100011436 | 9 | BIG
2026-02-03 23:58:40 | 20260203100011437 | 6 | BIG
2026-02-03 23:58:40 | 20260203100011438 | 9 | BIG
2026-02-04 01:47:26 | 20260204100010098 | 3 | SMALL
2026-02-04 01:47:26 | 20260204100010099 | 1 | SMALL
2026-02-04 01:47:26 | 20260204100010100 | 2 | SMALL
2026-02-04 01:47:26 | 20260204100010101 | 2 | SMALL
2026-02-04 01:47:26 | 20260204100010102 | 7 | BIG
2026-02-04 01:47:26 | 20260204100010103 | 3 | SMALL
2026-02-04 01:47:26 | 20260204100010104 | 4 | SMALL
2026-02-04 01:47:26 | 20260204100010105 | 7 | BIG
2026-02-04 01:47:26 | 20260204100010106 | 5 | BIG
2026-02-04 01:47:26 | 20260204100010107 | 9 | BIG
2026-02-04 03:59:38 | 20260204100010230 | 7 | BIG
2026-02-04 03:59:38 | 20260204100010231 | 1 | SMALL
2026-02-04 03:59:38 | 20260204100010232 | 5 | BIG
2026-02-04 03:59:38 | 20260204100010233 | 2 | SMALL
2026-02-04 03:59:38 | 20260204100010234 | 4 | SMALL
2026-02-04 03:59:38 | 20260204100010235 | 7 | BIG
2026-02-04 03:59:38 | 20260204100010236 | 2 | SMALL
2026-02-04 03:59:38 | 20260204100010237 | 0 | SMALL
2026-02-04 03:59:38 | 20260204100010238 | 4 | SMALL
2026-02-04 03:59:38 | 20260204100010239 | 8 | BIG
2026-02-04 05:08:38 | 20260204100010299 | 9 | BIG
2026-02-04 05:08:38 | 20260204100010300 | 0 | SMALL
2026-02-04 05:08:38 | 20260204100010301 | 6 | BIG
2026-02-04 05:08:38 | 20260204100010302 | 3 | SMALL
2026-02-04 05:08:38 | 20260204100010303 | 8 | BIG
2026-02-04 05:08:38 | 20260204100010304 | 2 | SMALL
2026-02-04 05:08:38 | 20260204100010305 | 6 | BIG
2026-02-04 05:08:38 | 20260204100010306 | 3 | SMALL
2026-02-04 05:08:38 | 20260204100010307 | 2 | SMALL
2026-02-04 05:08:38 | 20260204100010308 | 5 | BIG
2026-02-04 06:00:58 | 20260204100010352 | 3 | SMALL
2026-02-04 06:00:58 | 20260204100010353 | 7 | BIG
2026-02-04 06:00:58 | 20260204100010354 | 4 | SMALL
2026-02-04 06:00:58 | 20260204100010355 | 1 | SMALL
2026-02-04 06:00:58 | 20260204100010356 | 2 | SMALL
2026-02-04 06:00:58 | 20260204100010357 | 4 | SMALL
2026-02-04 06:00:58 | 20260204100010358 | 5 | BIG
2026-02-04 06:00:58 | 20260204100010359 | 4 | SMALL
2026-02-04 06:00:58 | 20260204100010360 | 1 | SMALL
2026-02-04 06:00:58 | 20260204100010361 | 3 | SMALL
2026-02-04 07:05:33 | 20260204100010416 | 9 | BIG
2026-02-04 07:05:33 | 20260204100010417 | 5 | BIG
2026-02-04 07:05:33 | 20260204100010418 | 2 | SMALL
2026-02-04 07:05:33 | 20260204100010419 | 4 | SMALL
2026-02-04 07:05:33 | 20260204100010420 | 0 | SMALL
2026-02-04 07:05:33 | 20260204100010421 | 3 | SMALL
2026-02-04 07:05:33 | 20260204100010422 | 7 | BIG
2026-02-04 07:05:33 | 20260204100010423 | 9 | BIG
2026-02-04 07:05:33 | 20260204100010424 | 5 | BIG
2026-02-04 07:05:33 | 20260204100010425 | 5 | BIG
2026-02-04 07:50:27 | 20260204100010461 | 1 | SMALL
2026-02-04 07:50:27 | 20260204100010462 | 6 | BIG
2026-02-04 07:50:27 | 20260204100010463 | 4 | SMALL
2026-02-04 07:50:27 | 20260204100010464 | 4 | SMALL
2026-02-04 07:50:27 | 20260204100010465 | 6 | BIG
2026-02-04 07:50:27 | 20260204100010466 | 6 | BIG
2026-02-04 07:50:27 | 20260204100010467 | 7 | BIG
2026-02-04 07:50:27 | 20260204100010468 | 1 | SMALL
2026-02-04 07:50:27 | 20260204100010469 | 0 | SMALL
2026-02-04 07:50:27 | 20260204100010470 | 0 | SMALL
2026-02-04 08:25:26 | 20260204100010496 | 1 | SMALL
2026-02-04 08:25:26 | 20260204100010497 | 5 | BIG
2026-02-04 08:25:26 | 20260204100010498 | 5 | BIG
2026-02-04 08:25:26 | 20260204100010499 | 1 | SMALL
2026-02-04 08:25:26 | 20260204100010500 | 0 | SMALL
2026-02-04 08:25:26 | 20260204100010501 | 1 | SMALL
2026-02-04 08:25:26 | 20260204100010502 | 4 | SMALL
2026-02-04 08:25:26 | 20260204100010503 | 9 | BIG
2026-02-04 08:25:26 | 20260204100010504 | 2 | SMALL
2026-02-04 08:25:26 | 20260204100010505 | 4 | SMALL
2026-02-04 09:04:11 | 20260204100010535 | 0 | SMALL
2026-02-04 09:04:11 | 20260204100010536 | 1 | SMALL
2026-02-04 09:04:11 | 20260204100010537 | 9 | BIG
2026-02-04 09:04:11 | 20260204100010538 | 8 | BIG
2026-02-04 09:04:11 | 20260204100010539 | 2 | SMALL
2026-02-04 09:04:11 | 20260204100010540 | 8 | BIG
2026-02-04 09:04:11 | 20260204100010541 | 2 | SMALL
2026-02-04 09:04:11 | 20260204100010542 | 2 | SMALL
2026-02-04 09:04:11 | 20260204100010543 | 5 | BIG
2026-02-04 09:04:11 | 20260204100010544 | 8 | BIG
2026-02-04 09:57:57 | 20260204100010588 | 8 | BIG
2026-02-04 09:57:57 | 20260204100010589 | 3 | SMALL
2026-02-04 09:57:57 | 20260204100010590 | 7 | BIG
